stdstock_instant_historical,stdstock_byminute_historical,std_imp_vol_bs
1.3081475451950486,,
0.7071067811865476,0.406586399182297,
2.1213203435596424,1.4142135623730951,0.7016150409579277
0.7071067811865476,0.7071067811865476,0.7423361436575651
1.0606601717798212,0.8838834764831844,0.7292057292312382
0.7071067811865476,0.8838834764831844,0.7424991106390951
0.7071067811865476,2.8284271247461903,0.7827598487436771
1.3435028842545047,3.146625176280169,0.7378302004486321
1.4142135623730951,0.03535533905929522,0.7375638413280248
0.7071067811865476,1.0606601717798212,0.7532011651247739
4.596194077712559,1.9445436482630056,0.7808509516417979
1.025304832720526,1.7500892834366408,0.7792043178901075
0.7071067811865476,0.15909902576690887,0.7816016542315481
4.596194077712559,2.2980970388562794,0.8109049107134343
3.74766594028867,0.7424621202460036,0.8011391046643258
3.0405591591021226,0.03535533905913444,0.7936815705671906
3.394112549695396,0.1767766952966369,0.7960296236202119
1.4142135623730951,0.2828427124746833,0.7897976333945989
0.5656854249492059,1.6970562748477784,0.8164291667044163
3.181980515339464,1.5202795795511415,0.7695025399029256
2.6516504294495533,0.4419417382415922,0.7933464471846818
1.5556349186104368,0.15909902576690887,0.8209116672128438
2.2627416997969845,0.3535533905932738,0.8086299857795238
0.3535533905932738,0.9545941546017749,0.7936288915127516
3.005203820042827,1.6793786053180504,0.815828384205699
0.3535533905932738,1.6793786053180504,0.7933585706651209
1.0960155108391165,3.7299882707591023,0.8491764299347995
2.8637824638054856,3.5355339059327378,0.8918623258322476
7.95495128834866,0.4242640687118642,0.8827214896678923
2.3334523779155747,5.851308614318745,0.810014028519392
1.2374368670764582,0.5126524163601827,0.80988501919806
2.404163056034326,1.007627163190798,0.8057343803495169
2.0859650045003475,0.15909902576706966,0.7943006574362514
0.03535533905929522,1.7324116139069128,0.7827530125305057
0.7778174593052988,0.4419417382415922,0.7772282352596522
0.14142135623734164,0.31819805153381775,0.7812461711466312
2.8284271247461903,2.404163056034326,0.817095168761909
1.979898987322301,0.6363961030679571,0.8052902796864508
1.0960155108391165,11.048543456039805,0.7113824257403609
4.985102807365289,2.227386360737689,0.7968898396641015
0.3535533905932738,7.33623285481043,0.8352706042528153
0.7071067811865476,0.5303300858899106,0.8165327077805995
2.404163056034326,4.8083261120684915,0.9487593535855411
2.4748737341529163,2.0859650045003475,0.9612949281036853
2.1213203435596424,2.6516504294495533,0.692606609880924
4.879036790187242,10.217692988145643,0.7695058463066817
3.111269837220873,0.5303300858899106,0.9242282356023788
3.464823227814147,0.1767766952966369,
0.7071067811865476,0.03535533905929522,
0.24748737341522734,5.780597936199994,0.3717438957095146
2.1213203435596424,1.5379572490807087,
0.3535533905932738,1.590990257669732,
0.3535533905932738,0.0,0.41756969857215875
3.0759144981614175,0.7601397897755707,0.4417373355478047
1.0606601717798212,1.3611805537840718,0.475594463199377
2.1213203435596424,1.590990257669732,0.6992631900087
0.3535533905932738,13.258252147247767,0.5995207100361586
2.8284271247461903,2.2980970388562794,0.8048859750181436
0.2828427124746833,0.8485281374238892,0.578409396521747
0.7071067811865476,3.0405591591021226,0.622173031106591
1.2727922061357535,0.9899494936612309,0.6885503375828266
1.5202795795511415,5.073491155013446,0.840962652787566
1.7677669529663689,1.6440232662587553,0.8287161651924252
1.202081528017163,1.4849242404916856,0.8843644893541932
2.1213203435596424,3.0759144981614175,0.8122623979672788
2.0859650045003475,0.017677669529727998,0.8983858157619834
0.5303300858899106,1.8384776310849593,0.6361898894011973
3.181980515339464,9.457553198370073,0.7488506526798009
1.7677669529663689,4.242640687119285,0.7398386471122502
0.7071067811865476,2.2980970388562794,0.726417343623936
0.24748737341522734,0.2298097038856601,0.7240389371886847
2.050609665441052,3.2703688629877825,0.6878829206228256
3.74766594028867,2.0506096654408914,0.6641020733118055
